You are now connected to database "mitchs_rare_treasures" as user "a".
 treasure_id |                 treasure_name                 |   colour   | age  | cost_at_auction | shop_id 
        1347 | Seamless Fantastic Steel Chicken              | ivory      |  785 |          888.23 |     575
        1348 | Stand-alone Generic Cotton Table              | blue       |  251 |          195.63 |     517
        1349 | Open-source Fantastic Cotton Shoes            | lime       |  312 |          333.61 |     220
        1350 | Balanced Ergonomic Concrete Keyboard          | cyan       |  522 |          918.73 |     868
        1351 | Proactive Incredible Plastic Pizza            | violet     |  905 |          837.21 |     585
        1352 | Self-enabling Small Rubber Cheese             | lavender   |  624 |           460.6 |     763
        1353 | Distributed Tasty Cotton Bacon                | silver     |   40 |          911.54 |     106
        1354 | Object-based Fantastic Metal Towels           | salmon     |  303 |          704.45 |     634
        1355 | Upgradable Small Wooden Tuna                  | magenta    |  919 |          708.47 |     500
        1356 | Open-source Small Frozen Hat                  | sky blue   |  109 |          371.87 |     258
        1357 | Multi-layered Unbranded Plastic Shirt         | indigo     |  353 |            0.39 |      10
        1358 | Networked Incredible Cotton Chips             | grey       |  608 |             793 |      74
        1359 | User-centric Fantastic Frozen Bacon           | violet     |  507 |           39.04 |     331
        1360 | Function-based Rustic Cotton Bacon            | violet     |  212 |          310.41 |     520
        1361 | Re-engineered Licensed Wooden Bacon           | plum       |  224 |          790.28 |      86
        1362 | Enhanced Practical Soft Bike                  | azure      |  904 |          948.81 |     130
        1363 | Enhanced Intelligent Metal Shoes              | red        |   77 |          663.68 |     876
        1364 | Persevering Handmade Concrete Pants           | azure      |  468 |          368.41 |     892
        1365 | Multi-layered Fantastic Plastic Sausages      | turquoise  |  798 |           68.98 |     663
        1366 | Profit-focused Ergonomic Steel Soap           | mint green |    8 |          260.49 |     709
        1367 | Distributed Handmade Frozen Cheese            | plum       |  263 |          581.62 |     596
        1368 | Digitized Intelligent Frozen Car              | maroon     |  127 |           40.64 |     828
        1369 | Optional Licensed Steel Chair                 | olive      |  238 |          121.03 |     883
        1370 | Cross-platform Licensed Metal Towels          | mint green |  615 |          147.11 |     125
        1371 | Phased Sleek Soft Chair                       | yellow     |  602 |          923.06 |     787
        1372 | Grass-roots Rustic Granite Cheese             | teal       |  446 |          111.89 |     396
        1373 | De-engineered Sleek Metal Pizza               | azure      |  167 |          946.22 |     285
        1374 | Distributed Awesome Steel Computer            | grey       |  434 |             589 |      94
        1375 | Virtual Intelligent Soft Keyboard             | lime       |  485 |          975.92 |       3
        1376 | Quality-focused Ergonomic Fresh Pants         | salmon     |  752 |          849.54 |     598
        1377 | Advanced Awesome Concrete Shoes               | black      |  978 |           41.43 |     782
        1378 | Multi-tiered Incredible Wooden Fish           | yellow     |  551 |           614.7 |     925
        1379 | Mandatory Refined Rubber Computer             | indigo     |  788 |             827 |     736
        1380 | Multi-tiered Gorgeous Wooden Sausages         | mint green |  485 |          753.79 |     633
        1381 | Optimized Small Plastic Bike                  | purple     |  668 |           690.5 |     827
        1382 | Pre-emptive Handcrafted Plastic Hat           | plum       |  459 |          100.91 |     528
        1383 | Synergized Ergonomic Soft Soap                | magenta    |  754 |          786.84 |     137
        1384 | Persevering Refined Plastic Keyboard          | cyan       |   42 |          382.06 |     615
        1385 | Customizable Awesome Plastic Fish             | red        |  893 |           63.23 |     558
        1386 | Mandatory Incredible Wooden Shirt             | tan        |  662 |          610.13 |     755
        1387 | Persevering Intelligent Cotton Bike           | maroon     |  547 |          297.37 |     589
        1388 | Open-source Small Plastic Chips               | silver     |  631 |          549.54 |     835
        1389 | Expanded Incredible Plastic Chips             | azure      |  254 |          425.36 |     257
        1390 | Grass-roots Rustic Steel Salad                | purple     |  633 |          511.57 |     354
        1391 | Phased Handmade Metal Soap                    | olive      |   92 |          858.54 |     186
        1392 | Sharable Generic Concrete Soap                | purple     |  522 |          373.13 |     195
        1393 | Ergonomic Unbranded Metal Mouse               | magenta    |  764 |           486.9 |     821
        1394 | Triple-buffered Unbranded Granite Car         | violet     |  776 |          267.15 |      69
        1395 | Mandatory Licensed Cotton Salad               | tan        |  893 |          743.14 |       4
        1396 | Public-key Refined Wooden Chicken             | orange     |  789 |          725.93 |     976
        1397 | Visionary Gorgeous Concrete Tuna              | mint green |  229 |          850.73 |     879
        1398 | Synergized Handmade Metal Pizza               | indigo     |  383 |          429.01 |     602
        1399 | Switchable Licensed Concrete Computer         | purple     |  672 |          301.25 |     493
        1400 | Cross-group Incredible Wooden Towels          | blue       |  893 |          477.98 |     321
        1401 | Right-sized Rustic Fresh Gloves               | blue       |  189 |           11.35 |     361
        1402 | Organic Unbranded Plastic Salad               | blue       |  805 |           38.78 |     265
        1403 | Business-focused Fantastic Steel Keyboard     | orchid     |  496 |          597.58 |     739
        1404 | Optional Refined Concrete Chicken             | indigo     |  598 |          670.14 |     812
        1405 | Networked Fantastic Metal Keyboard            | magenta    |  971 |          366.25 |      66
        1406 | Horizontal Rustic Frozen Shirt                | lavender   |    8 |          853.87 |     231
        1407 | Open-source Rustic Plastic Table              | red        |  415 |          401.84 |      72
        1408 | Right-sized Incredible Cotton Soap            | tan        |  134 |          961.35 |     255
        1409 | Right-sized Sleek Plastic Fish                | red        |  291 |          527.23 |     934
        1410 | Secured Refined Metal Bacon                   | purple     |  962 |           29.98 |     681
        1411 | Cross-group Intelligent Plastic Table         | purple     |  323 |          965.36 |     137
        1412 | Phased Sleek Rubber Keyboard                  | teal       |  589 |          331.19 |     418
        1413 | Decentralized Unbranded Granite Ball          | indigo     |  800 |          918.81 |     700
        1414 | Visionary Refined Wooden Chips                | sky blue   |  664 |          377.52 |     852
        1415 | Distributed Handmade Concrete Salad           | violet     |  396 |          896.28 |     261
        1416 | Enterprise-wide Handmade Cotton Pizza         | grey       |  713 |          372.46 |     917
        1417 | Synergistic Generic Rubber Salad              | sky blue   |  291 |           333.7 |     284
        1418 | Optimized Generic Frozen Soap                 | plum       |  508 |          339.79 |     258
        1419 | Distributed Intelligent Soft Towels           | blue       |   36 |          111.33 |      71
        1420 | Realigned Small Wooden Cheese                 | lime       |  282 |          195.99 |     186
        1421 | Function-based Practical Frozen Car           | indigo     |  919 |          209.33 |     400
        1422 | Automated Unbranded Metal Cheese              | azure      |  206 |           60.92 |     488
        1423 | Operative Incredible Cotton Car               | grey       |   45 |          829.74 |     174
        1424 | Automated Incredible Steel Bacon              | yellow     |  529 |           92.63 |     326
        1425 | Cloned Licensed Plastic Tuna                  | green      |  358 |          171.47 |      87
        1426 | User-friendly Gorgeous Steel Hat              | turquoise  |   26 |          897.48 |     335
        1427 | Function-based Incredible Metal Hat           | orchid     |  341 |          652.99 |     578
        1428 | Function-based Gorgeous Rubber Pants          | sky blue   |   94 |          569.87 |     492
        1429 | Function-based Rustic Concrete Car            | green      |  122 |          531.18 |     850
        1430 | Pre-emptive Practical Steel Chair             | teal       |  298 |           627.9 |     559
        1431 | Fully-configurable Unbranded Plastic Towels   | mint green |   74 |          754.88 |      18
        1432 | Re-contextualized Incredible Granite Table    | teal       |  638 |          666.23 |     278
        1433 | Streamlined Gorgeous Fresh Fish               | lime       |  226 |          480.69 |     812
        1434 | Customer-focused Gorgeous Fresh Gloves        | azure      |  444 |           467.3 |      41
        1435 | Synchronised Intelligent Metal Mouse          | purple     |  380 |          832.98 |     220
        1436 | Inverse Incredible Fresh Towels               | lavender   |  322 |           88.25 |      31
        1437 | Synergized Awesome Rubber Shirt               | tan        |  935 |          346.58 |       6
        1438 | Streamlined Tasty Steel Hat                   | grey       |  935 |          332.84 |     591
        1439 | User-friendly Practical Wooden Fish           | maroon     |  497 |          534.72 |     940
        1440 | Right-sized Fantastic Steel Car               | fuchsia    |  140 |          959.94 |     541
        1441 | Persistent Sleek Fresh Chair                  | orchid     |  363 |          709.89 |     258
        1442 | Operative Refined Rubber Pizza                | grey       |  452 |          152.75 |     120
        1443 | Ameliorated Awesome Wooden Towels             | teal       |   63 |          749.08 |     717
        1444 | Function-based Sleek Cotton Fish              | sky blue   |  314 |          428.98 |     520
        1445 | Advanced Handmade Granite Ball                | ivory      |  495 |          857.19 |     382
        1446 | Vision-oriented Rustic Soft Shirt             | indigo     |   67 |          118.02 |     919
        1447 | Extended Awesome Soft Computer                | indigo     |  814 |           91.54 |     417
        1448 | Extended Sleek Steel Bacon                    | azure      |  705 |          667.01 |     619
        1449 | Multi-layered Intelligent Granite Bacon       | mint green |  401 |           37.92 |     386
        1450 | Virtual Unbranded Soft Soap                   | yellow     |  513 |          209.86 |     315
        1451 | Multi-channelled Refined Metal Gloves         | grey       |  299 |            7.23 |     458
        1452 | Virtual Refined Plastic Ball                  | white      |  291 |           71.44 |     836
        1453 | Multi-channelled Refined Soft Car             | plum       |  426 |          771.38 |      56
        1454 | Advanced Ergonomic Concrete Ball              | white      |  811 |          915.11 |     267
        1455 | Assimilated Ergonomic Rubber Keyboard         | lime       |  629 |            1.48 |     727
        1456 | Horizontal Handcrafted Cotton Towels          | maroon     |  900 |          270.49 |     553
        1457 | Future-proofed Incredible Rubber Bike         | magenta    |  784 |           39.63 |     492
        1458 | Reduced Ergonomic Granite Fish                | maroon     |   52 |          623.19 |     357
        1459 | Multi-tiered Fantastic Wooden Table           | salmon     |  433 |          915.58 |     666
        1460 | Multi-channelled Generic Plastic Cheese       | maroon     |  886 |          481.49 |     406
        1461 | Business-focused Ergonomic Granite Hat        | red        |  730 |          464.69 |     855
        1462 | Customizable Unbranded Steel Chair            | turquoise  |  449 |          582.89 |     887
        1463 | Inverse Generic Rubber Towels                 | purple     |  156 |          643.32 |     933
        1464 | Decentralized Rustic Soft Pants               | silver     |  899 |          994.38 |     920
        1465 | Optimized Refined Wooden Computer             | olive      |   57 |           652.7 |     368
        1466 | Customer-focused Unbranded Rubber Pizza       | gold       |  232 |           779.4 |      11
        1467 | Multi-tiered Generic Concrete Salad           | blue       |  685 |          240.12 |     275
        1468 | Switchable Ergonomic Steel Bacon              | mint green |  335 |          611.74 |     212
        1469 | Digitized Refined Metal Table                 | red        |  371 |           66.11 |     289
        1470 | De-engineered Small Fresh Shirt               | cyan       |  767 |          406.81 |     608
        1471 | Pre-emptive Incredible Concrete Chicken       | maroon     |  653 |          578.05 |     617
        1472 | Proactive Fantastic Frozen Towels             | mint green |  348 |           680.7 |     872
        1473 | Profit-focused Intelligent Fresh Bike         | lavender   |   51 |          288.71 |     200
        1474 | Cross-platform Generic Soft Pizza             | silver     |  472 |           48.23 |     169
        1475 | Down-sized Handcrafted Steel Keyboard         | orange     |  791 |             204 |     198
        1476 | Advanced Small Rubber Gloves                  | green      |  471 |          177.14 |     545
        1477 | Switchable Tasty Wooden Cheese                | white      |  105 |          594.34 |     933
        1478 | Front-line Generic Cotton Fish                | cyan       |  406 |           261.2 |     500
        1479 | Advanced Tasty Metal Table                    | teal       |  415 |           312.2 |     706
        1480 | Fully-configurable Handcrafted Steel Hat      | teal       |  191 |          699.46 |     201
        1481 | Enterprise-wide Licensed Concrete Tuna        | olive      |  668 |           431.6 |     133
        1482 | Realigned Handcrafted Plastic Shoes           | tan        |  408 |          916.36 |     848
        1483 | Front-line Small Metal Chicken                | green      |  314 |          714.39 |     410
        1484 | Centralized Generic Concrete Sausages         | fuchsia    |  756 |           381.6 |     973
        1485 | Multi-channelled Sleek Granite Car            | ivory      |  193 |          264.38 |     820
        1486 | Exclusive Handmade Fresh Chair                | lime       |  268 |          937.83 |     771
        1487 | Inverse Unbranded Plastic Ball                | purple     |  974 |           817.9 |     286
        1488 | Public-key Practical Frozen Keyboard          | orchid     |  693 |           272.4 |     574
        1489 | Customer-focused Tasty Soft Towels            | mint green |  231 |          312.95 |     995
        1490 | Quality-focused Incredible Rubber Shoes       | lavender   |   94 |          595.78 |     390
        1491 | Visionary Intelligent Wooden Mouse            | sky blue   |  713 |           479.9 |     175
        1492 | Robust Unbranded Metal Gloves                 | ivory      |   82 |          962.34 |     137
        1493 | User-centric Refined Concrete Gloves          | blue       |  989 |          364.27 |     310
        1494 | Front-line Sleek Fresh Gloves                 | sky blue   |  906 |          677.43 |     819
        1495 | Inverse Tasty Steel Cheese                    | red        |   12 |          741.84 |     822
        1496 | Devolved Rustic Cotton Chair                  | magenta    |  120 |          304.76 |      59
        1497 | Multi-lateral Awesome Steel Chair             | lime       |  500 |          794.19 |     772
        1498 | Open-source Handcrafted Steel Tuna            | sky blue   |  590 |          546.85 |      53
        1499 | Devolved Ergonomic Frozen Shoes               | teal       |   59 |          667.25 |     805
        1500 | Pre-emptive Unbranded Cotton Pizza            | lime       |  731 |          555.45 |     656
        1501 | Compatible Awesome Frozen Soap                | green      |  656 |           52.75 |     227
        1502 | Cross-platform Ergonomic Soft Computer        | orchid     |  788 |          128.68 |     714
        1503 | Customizable Incredible Concrete Computer     | tan        |  986 |          846.29 |     252
        1504 | Ameliorated Incredible Steel Keyboard         | lavender   |  721 |          381.25 |     387
        1505 | Enterprise-wide Refined Fresh Mouse           | yellow     |  342 |          619.63 |     553
        1506 | Upgradable Ergonomic Fresh Chips              | purple     |  948 |          578.19 |     358
        1507 | Ameliorated Unbranded Cotton Bacon            | magenta    |  125 |          164.21 |     719
        1508 | Customer-focused Sleek Frozen Ball            | mint green |  608 |          625.96 |     687
        1509 | Total Generic Concrete Pants                  | plum       |  624 |          989.16 |     215
        1510 | Public-key Handcrafted Concrete Tuna          | blue       |   99 |          811.04 |     111
        1511 | Right-sized Tasty Cotton Tuna                 | orange     |  773 |          895.04 |      62
        1512 | Intuitive Generic Wooden Keyboard             | silver     |  175 |          460.31 |     672
        1513 | Function-based Ergonomic Steel Fish           | salmon     |  446 |          852.87 |     497
        1514 | Enhanced Intelligent Rubber Chips             | turquoise  |  382 |          340.99 |     456
        1515 | Organic Sleek Fresh Cheese                    | indigo     |  362 |          175.97 |     377
        1516 | Monitored Handcrafted Metal Chicken           | gold       |  489 |           609.8 |     441
        1517 | Multi-channelled Practical Concrete Computer  | indigo     | 1000 |          757.51 |      73
        1518 | Balanced Handmade Metal Cheese                | green      |  437 |          112.54 |     102
        1519 | Mandatory Ergonomic Metal Gloves              | sky blue   |   24 |          373.12 |     903
        1520 | Secured Gorgeous Frozen Sausages              | white      |   73 |          230.78 |     451
        1521 | Devolved Sleek Plastic Pizza                  | turquoise  |  188 |           79.98 |     895
        1522 | Exclusive Gorgeous Steel Computer             | indigo     |  146 |          194.92 |     460
        1523 | Persistent Sleek Soft Shoes                   | gold       |   95 |          313.45 |     780
        1524 | Centralized Handmade Concrete Chair           | teal       |  259 |          143.78 |     379
        1525 | Digitized Practical Cotton Table              | teal       |  214 |          594.63 |     285
        1526 | Centralized Rustic Fresh Fish                 | gold       |  815 |          580.78 |     119
        1527 | Re-engineered Rustic Fresh Bike               | olive      |  189 |          772.05 |     445
        1528 | Advanced Awesome Rubber Soap                  | blue       |  139 |          403.45 |     215
        1529 | Down-sized Practical Metal Computer           | teal       |  592 |          314.75 |      87
        1530 | Proactive Licensed Frozen Salad               | orchid     |  636 |          788.18 |     219
        1531 | User-centric Handcrafted Steel Hat            | pink       |  939 |          443.49 |      47
        1532 | Focused Licensed Granite Car                  | sky blue   |  522 |          687.82 |     188
        1533 | Right-sized Ergonomic Granite Shirt           | pink       |  927 |          517.21 |     996
        1534 | Synchronised Gorgeous Soft Salad              | fuchsia    |   43 |           802.2 |      28
        1535 | Vision-oriented Unbranded Wooden Chicken      | green      |  285 |          145.64 |     716
        1536 | Vision-oriented Tasty Concrete Table          | fuchsia    |  789 |          285.74 |     113
        1537 | Public-key Generic Metal Shoes                | orchid     |  440 |           143.4 |     526
        1538 | Monitored Tasty Concrete Gloves               | black      |  204 |           61.43 |     778
        1539 | User-friendly Handcrafted Soft Salad          | purple     |  656 |          190.76 |     722
        1540 | Horizontal Handcrafted Metal Towels           | silver     |  836 |           963.6 |     281
        1541 | Extended Small Concrete Table                 | black      |  856 |          497.52 |     189
        1542 | Customer-focused Rustic Frozen Hat            | blue       |  937 |          191.66 |     368
        1543 | Exclusive Unbranded Steel Table               | salmon     |  784 |          789.58 |     475
        1544 | Phased Incredible Frozen Pizza                | orange     |   11 |          270.35 |     173
        1545 | Front-line Incredible Plastic Cheese          | azure      |  635 |          608.83 |     897
        1546 | Customizable Handmade Wooden Pants            | maroon     |  954 |          911.68 |     639
        1547 | Centralized Intelligent Rubber Hat            | ivory      |  691 |           88.39 |     175
        1548 | Up-sized Intelligent Rubber Tuna              | black      |  176 |          590.46 |     867
        1549 | Secured Sleek Steel Tuna                      | sky blue   |  276 |          260.14 |     703
        1550 | Streamlined Small Steel Keyboard              | blue       |  109 |          919.34 |      18
        1551 | Programmable Incredible Fresh Sausages        | sky blue   |  801 |          129.06 |     701
        1552 | Seamless Gorgeous Plastic Cheese              | purple     |  193 |          491.86 |     147
        1553 | Distributed Rustic Fresh Pizza                | indigo     |  687 |           10.13 |     762
        1554 | Multi-tiered Small Granite Car                | cyan       |  628 |          143.13 |     344
        1555 | Versatile Fantastic Soft Car                  | mint green |  355 |           29.29 |     261
        1556 | Synergized Licensed Cotton Fish               | pink       |  744 |          420.55 |     250
        1557 | Organized Fantastic Cotton Mouse              | grey       |  385 |          223.15 |     953
        1558 | Horizontal Licensed Wooden Table              | orchid     |  489 |           32.79 |     384
        1559 | Switchable Unbranded Soft Mouse               | magenta    |  410 |          350.05 |     693
        1560 | Customer-focused Unbranded Concrete Table     | lavender   |  391 |          369.85 |     607
        1561 | Switchable Sleek Wooden Chair                 | lavender   |  653 |          233.83 |     648
        1562 | Universal Incredible Fresh Salad              | lavender   |  526 |          862.02 |     128
        1563 | Organic Incredible Steel Chicken              | turquoise  |  262 |          531.26 |      50
        1564 | Future-proofed Fantastic Plastic Keyboard     | sky blue   |  686 |          853.91 |     831
        1565 | Advanced Fantastic Granite Bacon              | purple     |  887 |          301.11 |      18
        1566 | Networked Practical Steel Soap                | turquoise  |  344 |           77.93 |     553
        1567 | Function-based Gorgeous Frozen Towels         | cyan       |  956 |          168.99 |     629
        1568 | Intuitive Intelligent Metal Chicken           | gold       |  977 |          870.37 |      57
        1569 | Team-oriented Fantastic Soft Shirt            | green      |  925 |          434.65 |     818
        1570 | Innovative Practical Steel Computer           | orange     |  227 |          529.12 |     860
        1571 | Digitized Awesome Plastic Shirt               | olive      |  913 |          374.83 |     698
        1572 | Inverse Refined Metal Pizza                   | salmon     |   13 |          944.81 |      22
        1573 | Re-contextualized Gorgeous Soft Chair         | blue       |   41 |           56.05 |     569
        1574 | Enhanced Incredible Frozen Tuna               | indigo     |  440 |          853.54 |     108
        1575 | Organic Handcrafted Plastic Keyboard          | black      |  324 |          678.76 |     600
        1576 | Multi-tiered Handcrafted Rubber Hat           | teal       |  537 |          138.25 |     543
        1577 | Focused Gorgeous Wooden Chair                 | pink       |  916 |          493.04 |     267
        1578 | Networked Awesome Concrete Tuna               | teal       |  334 |          571.62 |     508
        1579 | Streamlined Small Concrete Shoes              | orange     |  207 |          450.69 |     759
        1580 | Vision-oriented Refined Granite Chicken       | fuchsia    |  557 |          527.39 |      13
        1581 | Synchronised Rustic Steel Table               | orange     |   25 |          510.21 |     325
        1582 | Integrated Handmade Soft Soap                 | pink       |  521 |           52.41 |     503
        1583 | Multi-layered Tasty Wooden Bike               | yellow     |  566 |          863.03 |     430
        1584 | Seamless Handcrafted Frozen Cheese            | gold       |  153 |           94.56 |     252
        1585 | Managed Awesome Cotton Bike                   | orchid     |   78 |          409.35 |     609
        1586 | Polarised Incredible Wooden Sausages          | fuchsia    |  766 |          854.77 |     557
        1587 | Re-engineered Fantastic Frozen Chair          | mint green |   14 |          691.74 |     470
        1588 | Monitored Generic Granite Mouse               | green      |  543 |          905.35 |     288
        1589 | Distributed Licensed Cotton Chicken           | blue       |  184 |          899.55 |     912
        1590 | Diverse Sleek Plastic Table                   | grey       |   86 |          893.48 |     941
        1591 | Diverse Tasty Plastic Table                   | red        |  153 |           35.44 |     436
        1592 | Enterprise-wide Unbranded Granite Computer    | fuchsia    |  191 |          519.24 |     972
        1593 | Automated Licensed Fresh Pizza                | turquoise  |  225 |          454.87 |      23
        1594 | Secured Licensed Soft Chips                   | white      |   75 |          762.99 |     878
        1595 | Right-sized Rustic Granite Shirt              | red        |   58 |           21.59 |     500
        1596 | Reduced Fantastic Metal Keyboard              | lime       |  783 |          119.62 |     200
        1597 | Intuitive Handcrafted Soft Tuna               | lime       |   96 |          180.67 |     127
        1598 | Open-architected Small Rubber Keyboard        | yellow     |  607 |           424.2 |     525
        1599 | Up-sized Handcrafted Fresh Sausages           | orchid     |  738 |           153.3 |     367
        1600 | Horizontal Licensed Granite Mouse             | yellow     |  866 |          949.05 |     938
        1601 | Realigned Fantastic Soft Ball                 | grey       |  622 |          618.42 |      63
        1602 | Ergonomic Generic Cotton Soap                 | red        |  902 |           712.1 |     419
        1603 | Persevering Sleek Cotton Bacon                | salmon     |  243 |          655.89 |     518
        1604 | Assimilated Tasty Plastic Computer            | magenta    |  818 |          134.03 |     827
        1605 | Secured Handcrafted Plastic Chicken           | red        |  226 |           418.6 |     651
        1606 | Switchable Intelligent Frozen Fish            | grey       |  813 |          396.16 |     966
        1607 | Assimilated Awesome Fresh Tuna                | lavender   |  387 |          988.81 |      52
        1608 | Digitized Rustic Frozen Chips                 | grey       |   61 |          177.13 |     264
        1609 | Polarised Generic Wooden Table                | turquoise  |  669 |           441.5 |     806
        1610 | Exclusive Ergonomic Granite Mouse             | teal       |  357 |          929.28 |     749
        1611 | Reverse-engineered Rustic Metal Salad         | orange     |  337 |          927.69 |     738
        1612 | Organic Fantastic Fresh Soap                  | white      |  636 |          368.59 |     618
        1613 | Function-based Ergonomic Rubber Cheese        | silver     |  637 |          536.65 |     760
        1614 | Secured Handmade Plastic Towels               | magenta    |  105 |          622.18 |     628
        1615 | Visionary Small Cotton Mouse                  | plum       |  863 |          209.94 |     937
        1616 | Proactive Licensed Fresh Salad                | green      |  507 |          186.27 |     733
        1617 | Visionary Rustic Fresh Tuna                   | cyan       |   54 |           496.8 |     432
        1618 | Streamlined Generic Frozen Fish               | blue       |  859 |          965.72 |     752
        1619 | Seamless Handcrafted Rubber Hat               | blue       |  324 |          780.02 |      66
        1620 | Profound Refined Metal Shoes                  | silver     |  497 |          149.68 |     461
        1621 | Distributed Intelligent Fresh Shirt           | ivory      |  119 |          685.61 |     203
        1622 | Cross-group Tasty Frozen Keyboard             | turquoise  |  240 |          279.13 |     753
        1623 | Adaptive Licensed Steel Shoes                 | indigo     |  437 |          537.38 |     149
        1624 | Robust Unbranded Concrete Pizza               | orange     |  145 |          124.08 |     856
        1625 | Diverse Incredible Plastic Computer           | salmon     |  147 |          756.71 |     629
        1626 | Self-enabling Licensed Frozen Chair           | sky blue   |  880 |           352.9 |     839
        1627 | Secured Ergonomic Concrete Chicken            | yellow     |  796 |          294.78 |     387
        1628 | Diverse Rustic Metal Towels                   | lime       |  925 |          140.66 |     753
        1629 | Open-architected Unbranded Metal Table        | olive      |  872 |          389.42 |     494
        1630 | Proactive Unbranded Wooden Chips              | maroon     |  373 |          935.44 |     304
        1631 | Secured Intelligent Soft Cheese               | pink       |  358 |          980.04 |     173
        1632 | Innovative Fantastic Wooden Chair             | tan        |   97 |          538.53 |     855
        1633 | Future-proofed Sleek Cotton Bike              | fuchsia    |  152 |          684.24 |     496
        1634 | Triple-buffered Gorgeous Rubber Mouse         | tan        |  745 |          663.62 |     621
        1635 | Innovative Tasty Granite Table                | azure      |  733 |           200.5 |      45
        1636 | Function-based Handcrafted Concrete Pizza     | cyan       |  690 |          141.24 |     604
        1637 | Re-engineered Incredible Rubber Sausages      | ivory      |  550 |          558.91 |     350
        1638 | Right-sized Intelligent Metal Shirt           | blue       |  993 |          292.37 |     725
        1639 | Configurable Unbranded Plastic Shirt          | magenta    |  752 |          352.54 |     848
        1640 | Cross-group Practical Frozen Keyboard         | magenta    |  652 |             445 |     224
        1641 | Adaptive Ergonomic Granite Shoes              | olive      |  521 |          939.59 |     908
        1642 | Balanced Ergonomic Fresh Cheese               | gold       |  480 |          887.78 |     627
        1643 | Balanced Ergonomic Wooden Chair               | mint green |  115 |          902.43 |     123
        1644 | Digitized Unbranded Metal Ball                | black      |  316 |          766.21 |     323
        1645 | Open-architected Handcrafted Granite Cheese   | lime       |  121 |           22.97 |     939
        1646 | User-centric Unbranded Concrete Ball          | lime       |  172 |           778.9 |     964
        1647 | Stand-alone Unbranded Rubber Ball             | maroon     |  875 |           666.5 |     506
        1648 | Self-enabling Unbranded Wooden Table          | white      |  872 |          909.64 |     322
        1649 | Object-based Intelligent Frozen Hat           | blue       |  420 |          619.28 |      39
        1650 | Versatile Unbranded Soft Bike                 | pink       |  347 |          836.37 |     184
        1651 | Virtual Fantastic Rubber Shirt                | indigo     |  501 |          303.75 |     217
        1652 | Cross-platform Intelligent Cotton Car         | azure      |  618 |          205.03 |     848
        1653 | Universal Practical Cotton Cheese             | magenta    |  819 |           446.5 |     361
        1654 | Balanced Handmade Frozen Shoes                | plum       |  951 |          945.97 |     409
        1655 | Re-engineered Refined Rubber Salad            | ivory      |  432 |          756.37 |     774
        1656 | Persevering Handcrafted Cotton Salad          | lime       |  879 |          505.57 |     792
        1657 | User-friendly Ergonomic Soft Shirt            | violet     |  702 |          630.22 |     629
        1658 | Ergonomic Small Fresh Bike                    | violet     |  867 |          793.81 |     122
        1659 | Streamlined Small Rubber Pizza                | purple     |   90 |           14.35 |     958
        1660 | Object-based Ergonomic Steel Hat              | gold       |  447 |          151.24 |      96
        1661 | Quality-focused Tasty Cotton Hat              | lavender   |  179 |          273.29 |     725
        1662 | Open-source Rustic Frozen Shoes               | ivory      |  288 |          739.15 |     447
        1663 | Devolved Intelligent Granite Cheese           | violet     |  886 |           672.4 |     499
        1664 | Innovative Gorgeous Metal Mouse               | fuchsia    |  501 |          381.09 |     530
        1665 | Multi-lateral Licensed Steel Sausages         | olive      |  189 |          715.28 |     239
        1666 | Front-line Awesome Steel Shirt                | teal       |  646 |          276.51 |     175
        1667 | Total Rustic Cotton Bike                      | black      |  622 |           640.4 |     424
        1668 | Ameliorated Small Concrete Computer           | grey       |  270 |           831.7 |     424
        1669 | Open-architected Handmade Metal Pants         | orchid     |  382 |          961.44 |     309
        1670 | Stand-alone Gorgeous Metal Fish               | teal       |  376 |          950.42 |     515
        1671 | Assimilated Incredible Metal Chair            | magenta    |  447 |           351.1 |     478
        1672 | Multi-lateral Fantastic Wooden Soap           | salmon     |  192 |          690.59 |     649
        1673 | Optimized Handcrafted Frozen Mouse            | plum       |  617 |          790.05 |     647
        1674 | Optimized Generic Wooden Car                  | lavender   |  172 |          785.72 |     695
        1675 | Seamless Gorgeous Steel Ball                  | magenta    |   90 |          321.43 |     292
        1676 | Expanded Small Rubber Table                   | salmon     |  454 |          794.13 |     585
        1677 | Multi-tiered Intelligent Concrete Computer    | pink       |  383 |          293.23 |     583
        1678 | Polarised Handcrafted Cotton Pizza            | teal       |  369 |          305.84 |     401
        1679 | Persevering Practical Frozen Shoes            | maroon     |  315 |          696.11 |     677
        1680 | Ameliorated Rustic Rubber Table               | yellow     |  959 |          315.62 |     785
        1681 | Automated Ergonomic Granite Keyboard          | azure      |  813 |          947.07 |      18
        1682 | Horizontal Sleek Concrete Computer            | black      |  558 |          772.19 |      51
        1683 | Profit-focused Unbranded Cotton Computer      | orchid     |   42 |            1.88 |     310
        1684 | Self-enabling Handcrafted Rubber Fish         | gold       |   13 |          573.58 |     924
        1685 | Persistent Sleek Granite Salad                | magenta    |  966 |          765.45 |     695
        1686 | Organic Handmade Cotton Fish                  | blue       |  733 |           493.3 |     772
        1687 | Optimized Refined Rubber Towels               | pink       |  392 |          730.44 |     722
        1688 | Diverse Ergonomic Granite Tuna                | lime       |  998 |          278.39 |      64
        1689 | Multi-tiered Handmade Soft Towels             | maroon     |  249 |          736.38 |     169
